,text,prediction,actual
19,oilgas asset manager didnotprovidedepartment us tx houston didnotprovidecompanyprofile position summarythe asset manager plan develop execute wide variety project across number functional area include technical service operation maintenance person provide strategic oversight management mast substructure company also work closely teammate provide support collaboration strategic vision role require collaborative goaloriented solutionbased approach successfully manage wide range assigned critical project meet time sensitive objectiveskey responsibilitiescoordinate regional operation field support team achieve company objective serve primary point contact equipment manufacturer adequately track project status distribute product line bulletin collect disseminate lesson learn confirm implementation across company establish coordinate maintain company warranty process guideline develop maintain quality product review process utilizing crossfunctional team internal external analyze equipment data define produce communicate kpi result across company set interval required equipment track realtime status project deployment provide regular report internal external company stakeholder develop process work within moc management change policy ensure standardization equipment lead responsibility identify manage quantity quality project deliverable within establish project deadline develop implement maintenance plan policy company own critical equipment develop maintenance program budget develop afe approval expenditure purchasing process forecast track report cost produce trend analysis assess effectiveness maintenance program procedure develop critical spare strategy monitor oversee implementation field establish asset critical spare part minimize financial impact nonproductive time maximize regionalrig efficiency serve subject matter expert company support minimum qualificationsthe ideal candidate sufficient project management skill coordinate $ 1m+ order able develop required process support efficient operation cross functional team candidate possess following skill solid depth experience technical field related industry 34 year experience project management role proven ability initialize plan execute control monitor project ability understand costto completion projection make decision accordingly ability develop forecast establish manage budget ability use variety technique tool manage project scope cost schedule contractual deliverable devise contingency plan ensure ability analyze failure reliability rate ability drive performance effective leadership decisionmaking problemsolving skill must possess effective verbal write communication skill ability engage level management colleague individual inside outside company must possess strong computer skill proven ability utilize microsoft office software eg ms word power point project visio excel etc discipline specificsoftware application drive efficiency productivity must eligible drive company vehicle meet requirement company vehicle use agreement driving policypreferred qualificationsbs degree mechanical engineeringrelevant experience oil gas andor electrical industry particular interestwork environment position require person able work time sensitive high visible role regularly travel need support business unit visit work sit may also require extend travel remote location andor overnight stay variable hour variable work hour include hour work weekend holiday hour travel within outside assign regionthe asset manager must work emphasis plan multitasking prioritization maximize efficiency team must able work closely others manage customer interaction professional manner ability safely navigate work site occasional walk climb stand step etc normal operate condition daynight outdoor hotcold weather utilize designated personal protective equipment ppeapplicant requirementsin order apply position applicants must meet follow criterion resume match criterion able apply position didnotprovidebenefits,0,1
20,he manager didnotprovidedepartment us tx houston didnotprovidecompanyprofile job description worleyparsons commit provide exceptional professional service customer energy resource complex process industry service cover full spectrum size life cycle creation new asset service sustain enhance operate assetsjob description ie duty responsibilities task etches activity include calculation control he budget staff requirement schedule preparation certificationclassification program preparation support he document coordination execution safety case support study quantitative risk assessment process hazard analyse fire protection specification environmental impact assessment require certification regulatory entity fabrication yard act incident injuryfree iif program leader module fabrication location ensure fabrication site adhere company regulatory he standard guideline conduct onsite risk assessment mitigation manages train supervises fabrication he personnel expert knowledge project hes standard program goal manage application he procedure establish project fabrication sit departmental training provide guidance assistance advice interpretation project he practice procedure relation client requirement current legislation regulation liaise necessary project client insurance carrier regulatory agency order provide assistance resolution regard audit remedial action worker compensation claim he related issue make decision independently engineeringscientific problem method relate he use advanced technique modification extension theory precept practice particular field relate science discipline provide input he permit preparation project maintain expert knowledge current guideline regulation develop customizes supervise implementation he program include project sitebased he orientation recognition award program level project staff ensure balance productivity safety project staff visitor accordance withapplicable law regulation run gap analysis identify address program gap may occur project practice client requirement regulatorylegislative requirement order ensure project conform project client regulatorylegislative requirement initiate foster maintains he standard goal project wide he program heighten awareness ensure safe productive work environment supervise monitoring he metric order provide recommendation he management necessary meet established hesstandards goal oversee development approach solution hesrelated issue include manage investigation accident nearmisses summarization finding recommendation strategy prevent recurrence supervise proposal implementation course action approve project oversee collection protection data storage relate project incident may result litigation supervise preparation maintenance retrieval communication record report document may require meet corporate regulatory requirement include monitor application he standard goal related dutiesfunctions assigned job requirementsrequiredaccredited bachelor degree equivalent preferredintermediate computer software skill include use word processing email well intermediate use spreadsheet electronic presentation skill demonstrate capability run large project knowledge ability leadership skill include mediation skill high critical thinkingreasoning ability effective communication skill strong presentation skill include public speaking strong organizational skill ability attend detail work timeconscious timeeffective manner he related experience foreign experience proven ability work contractor personnel mentoringdevelopmental role didnotprovidebenefits,0,1
21,quant analyst didnotprovidedepartment gb lnd london didnotprovidecompanyprofile client award winninghighfrequency prop trading firmspecializing trading fixed income equity oil option look experience quant theyre base city theyre look quant analyst strong academic background and25 year experience join teamthe position report head financial engineering would work quants team quant analyst would responsible forstatistical analysis historic realtime datadefine identify data value client businessesadd statistical understanding datamining process draw trend strategy arbitrage prop sale tradingworking closely software development bring data dataanalysis frontoffice risk trading systemgain strong understanding derivative theory application within context client business modelsunderstand implementation specific math function eg vol pricing mode greeks risk analysescontribute financial engineering support role eventually provide primary support resourcequantitative skillsdevelop program expertise usingc++ within unixlinux environmentcontribute development new mathematical implementation enhance competitive edge market placeskills set experienceexperience work statisticalanalysis large datasetsnumerical degree egmaths engineering physicsnumerical science relatedbasic codingstrong personality fit within company cultureability desire work directlyexperience work quant financial trading companyexperience work trader software developersdesire work directly support development mathematical implementation within context client trade businessesexperience use statistical analysis financial market environmentcoding single thread multithreaded environment egvbvba java c c++ideal candidate experience cod inc++unixlinux experience excellent bonus potential double basic depending personal company performance,0,1
22,sale manager sale marketing didnotprovidecompanyprofile collaborates insert title establish recommend realistic sale goal company manage assigned geographic sale area product line maximize sale revenue meet corporate objective establishes manages effective program compensate coach appraise train sale personnel performs sale activity major account negotiates sale price discount consultation insert title manages personnel develop sale sale support staff review progress sale role throughout company accurately forecast annual quarterly monthly revenue stream develop specific plan ensure revenue growth company product provide quarterly result assessment sale staff productivity coordinate proper company resource ensure efficient stable sale result formulates sale policy practice procedure interprets short longterm effect sale strategy operating profit educate sale team establish programsseminars area new account sale growth sale emerge product multiproduct sale profitability improve presentation strategy competitive strategy proper use level sale support management expense businessfinancial issue contract,0,1
23,intern project developer didnotprovidedepartment us didnotprovidecompanyprofile look intern project development responsible gathering arrange project label network meet greets build presence use internet constructing pitch treatment high school diplomapreferable bachelor degreegood communication skillsfocusedselfcontrolledgood workerontime time perk knowledge chance manage 6 week internship,0,1
24,web developer didnotprovidedepartment us ca didnotprovidecompanyprofile apply use linkurl3fd69c66d9c4b82a75b75a28d2ee24a68c44c3daf0041ded92ee685dc326ce31web developer sportsbusiness journaldailysportsbusiness journal sportsbusiness daily leadingpublications cover sport industry print online areseeking talented web developer design create implement andsupport web application site code companysmission specific business initiative includingindustryleading news coverage conference eventsdistribution salesthis position require quick creative thinking abilityto handle multiple project offer opportunity learn newskills platform technology well chance tosignificantly influence company direction create newways reach serve reader advertiser eventattendeeskey area responsibilitydesign build new product feature include cm andecommerce platform technology net 40 xhtmljavascript cssdevelop maintain web apps support internal systemsimplement thirdparty firstparty apisas need monitor web traffic generate report plusprovide secondtier customer support email phonetrain support writer graphic designer cmsusersa successful candidate position atleast two year professional experience knowledge thefollowing areasurl01a736d89d2f0b19de700923d2c312837e180465650804d0f84105352812bf9a c prefer visual studio m sqlhtml css 3rd party javascript library ajaxcms conceptsadditional experience prefer notrequired didnotproviderequirements didnotprovidebenefits,0,1
25,administrative assistantoffice assistant adminclerical us ga atlanta didnotprovidecompanyprofile name company apex investment group apex investment group privately hold usbased company combine 50 year american expertise real estate development architectural design engineering skillposition focusthe administrativeoffice assistant employ functional accounting expertise process essential financial record keep provide tactical support human resource office operation roleas member office administration team administrative assistant performs essential office operation accounting bookkeeping function ensure accurate timely payable receivables administrative assistant also provide administrative support hr daily operationsprimary responsibility review log prepare invoice service receivables review log prepare payment vendor payable perform monthly bank reconciliation enter sale client contract information accounting system prepare vendor payment check receive process client payment prepare deposit own office supply inventory audit order supply answer multi line phone call call client follow service assist ceo administrative function include limit file report new hire processing simple candidate recruiting functionsaccountabilities deliverable accurate recordkeeping across area responsibility duty must perform minimal error consistent accurate data entry payable receivable data effective oversight vendor payable client receivables ensure require data documentation appropriately log account ensure require necessary office supply readily available need effective business operationexperience competency education candidate must possess associate bachelor degree concentration accounting finance minimum two year apar experience professional environment demonstrate understanding basic accounting principle previous experience use quickbooks require must skilled manage multiple assignment simultaneously minimal error successful candidate ideally possess high resistance stress demonstrate high level personal accountability ownership duty responsibility offer competitive salary growth opportunity ideal candidate,0,1
26,warehouse associate wwarehouse associate us tx austin accion story begin 100 year ago austintx one family own establishment today accion grow nationwide organazation 260 store accion success attribute unique niche market offer current financeoption competitive price pair customer service personal shopping experience join accion story today ship responsibilitiesthe ship function include limit use gas electric power forklift load outbound shipment move product stack product material associate must efficiently accurately load order accord appropriate door trailer shipping function process define standard operate proceduresreceiving responsibilitiesthe receive function include limit use gas electric power forklift unload inbound shipment move product replenish stack store product material associate must efficiently accurately locate place product appropriate storage area receive function process define standard operate procedurespicking responsibilitiesthe pick function include limit use gas electric power forklift accurately pick order fulfill client demand associate must efficiently accurately pick product stage appropriate area associate stack package band shrink wrap label product determine client requirement pick function process define standard operate proceduresquality control responsibilitiesthe quality control function include limit use appropriate documentation ensure product order receive handled ship correctly associate verify product andor order meet quality standard include report damage discrepancy associate stack package shrink wrap label product quality control function process define standard operate proceduressafety housekeeping complianceall associate responsible execute safety protocol accomplish job task manner promote safetyassociates responsible cleanliness orderliness facility associate must also maintain clean neat orderly work area assist security warehouseassociates comply standard operating procedure corporate site specific policy safety rule osha msds standardsequipment operation perform assigned duty equipment use include limit sitdown standup reach truck sweeper scrubber scissor lift cherry picker pallet jackassociates responsible upkeep equipment reporting equipment problemson daily basis associate inspect perform minor maintenance forklift equipmentassociates operate equipment safe efficient manner follow prescribed work methodsassociates must maintain active forklift certificationmaintenanceperform assist build ground equipment maintenance assignedother dutiesperform duty assignedsupervisory responsibilitiesnone must able pass background check drug test must good driving record may transport document company vehicle extensive background perform fit criterion please applyeducation andor experiencemust high school diploma general education degree gedmust least 6 month experience work logisticsdistributionrelevant environmentfor applicable position must prior forklift operator experienceability perform duty minimal supervision guidancestrong attention detail accuracy accomplish job task timely mannermust able effectively adapt change thrive stimulating fastpace work environmentlanguage skillsenglish reading writing verbalbasic reading write skill requiredmathematical skillsbasic intermediate level verify quantity product count inventory perform duty associate handle store distribute client productscertificates license registration professional designationscurrent past material handle certification may require specific type equipment base nature businessphysical demandsthe physical demand describe representative must meet employee successfully perform essential function job reasonable accommodation may make enable individual disability perform essential functionsmust able lift bend stoop reach climb must able lift 30 pound must able stand 8 hour per day full time benefit,0,1
27,developer database administrator pittsburgh pa didnotprovidedepartment us pa pittsburgh didnotprovidecompanyprofile position mixture developer database administrator main focus develop application oracle plsql oracle application express core requirement advanced skill plsql skill r11 application express version 4 also java experience also requireda secondary role provide light oracle database administration administrator responsible design create relational database object view index chosen candidate provide continuous support production database maintain environment relational database require function properlydetailed description develop application plsql application express interface java cobol via odbc connect enterprise software rubicon solid communication business analyst skill result develop application proven roi business improvement review physical database structure enforce database standard guideline operational policy procedure review performance maintenance utility associate structure reorganization load unloads review routine backup export log review sql performance implement tuning need review application access database structure routinely test backup recovery strategy review require purge andor archive criterion historical data monitor correct database performance issue develop test implement database migration plan perform database software patch upgrade perform routine monitoring tuning database insure continuous database operation database storage memory cpu network usage io contention insure appropriate user place appropriate security level evaluate test new database feature andor functionality perform database maintenance function move rebuild change database object require production start stop database instance provide assistance development conceptual logical database design participate database migration review review application enhance performance tune provide technical assistance team member provide ongoing database support production environment review daily regulatory change report sox change change collect historical database performance data perform duty required willingness evolve functional technical skill relate oracle ebusiness suite ebsperform duty required job requirementsexperience minimum 5 year experience plsql development require minimum 3 year experience oracle development require minimum 2 year experience oracle application express highly desirable minimum 2 year developerlevel dba skill highly desirable minimum 2 year development linux environment highly desirableeducation typically bachelor degree information system information technology another related discipline require combination relevant work experience education consider lieu bachelor degreecandidate must 5 year exp plsql development3 year exp oracle developmentcombination relevant work experience education consider lieu bachelor degreeadditional information 2 year exp oracle application express highly desirableyears experiance5+education levelbachelors degree salary82k,0,1
28,administrativereceptionist $ 1925hr administrative us indianapolis didnotprovidecompanyprofile normal 0 adminitrative assistantthis entrylevel full positionworkhours 8305pm monfripartner copresidents assistant provide administrative leverage copresidents office act gatekeeper buildingmaintaining relationship internally externally across level responsible manage busy calendar schedule travel schedule confident yet easygoing firm yet flexible hard work positive attitudeprofessional appearance solid communication skill write verbalability multitaskprioritize work pressuremanages time effectively good attention detail organizational skill ability meet deadline set priority specific assignmentsanticipates need andor potential problem initiate step resolve issuesability resourceful proactive deal issue may ariseuses judgment deal sensitive issue $ 1925hr plus bonus great benefit hour 830am5pm,0,1
29,trainerrecuiter specialist customer service us ms oxford didnotprovidecompanyprofile health benefit company help people save money cant afford insurance2 positons availablerequest interview see qualitfy jobdaily monthly pay check didnotproviderequirements dentalhealthameridocvision,0,1
30,personal assistant part time $ 300 weekly administrative us didnotprovidecompanyprofile bachelor degree 12 year college universitya minimum 12 year related experienceexcellent computer skill mac pc include word outlook excel internet blackberry emailable work flexible hoursassist general household tasksassist management hiring domestic staffpoised polish professional mindsetsuperior judgment confidential materialsmust know prioritize personal taskssuperior write oral communication skillsability multitask switch gear quicklyflexibility travel oncall neededmust able pass comprehensive background checkjob descriptionprivate new york individual seek part time personal assistant assist responsibility includebusy ever change personal calendar maintenance provide prior notification client scheduling eventsprocurement equipment supply service neededhome office maintenancepersonal expense supervisionexecution special request related duty neededfielding extremely busy phone call email mail correspondenceupdating managing database contactsgeneral administrative functionscoordinate mass mailingsvariable hour typically 7 10 per hour per week weekly salary $ 300 monthly bonus $ 300please email resume tothanksmr terry sharp quick learner gogetter non quitter strong mind great communication skill long term friend thats interested learn skill experience excellent time management skill excellent communication skill didnotprovidebenefits,0,1
31,clinical director surgical service didnotprovidedepartment us pa didnotprovidecompanyprofile apply use linkurlcf955625ede97e1444d64f9efbdd5c61a812c7444ce84be35525380f7549cf19clinical director surgical servicespocono health system ph unwavering commitment meet diverse healthcare need people monroe county pa continued growth create opportunity dynamic experienced nurse leader join us senior level roleas clinical director well look oversee efficient operation post anesthesia care unit gi lab central sterile day surgery unit ensure delivery quality patient care service compliance regulation jcaho federal requirementsyoull responsible identify process improvement pi issue assist pi team design solution develop unit budget monitoring cost evaluate staff assist senior management strategic planningrequirements pa license rn bsn master health relate business field prefer least 3 yr surgical experience 25 yr experience management role demonstrate leadership ability personnel resource management strong interpersonal organizational skillswe proud offer competitive compensation packagecandidates submit detailed cv tolea power carpenter recruitment manageryou also apply online atat pocono health system second none commitment care patient superior healthcare locate new york city philadelphia scenic pocono mountain northeastern pa grow organization everyone ph align mission vision value ensure excellence continue embrace every level within organizationphs eeoc employerour value integrity respect teamwork didnotproviderequirements didnotprovidebenefits,0,1
32,junior sale rep didnotprovidedepartment us ca didnotprovidecompanyprofile apply use linkurlc04b2229c8b4503a61af5d94e93b296b417c6dc2f7a0d93e80aabd62854cb337we currently seek dynamic individual excellent communication skill look exciting career opportunity id image found 1995 lead manufacturer convert label medium variable information print vip market specialize provide label solution product package identification across varied market include transport logistics retail food beverage office product consumer durables healthcareid image offer comprehensive product offering vip printing technology include thermal transfer ribbon direct thermal ink jet laser cut sheet medium various paper film synthetic substrateswe offer comprehensive benefit package include vacation 401k tuition reimbursement health vision dental insurance salary position commensurate individual experienceall job require passing backgrounddrug examqualificationsskills requirement excellent communication skill strong computer math skill ability travel 50 weekrelationships rolesmaintain contact client market area ensure high level client satisfactiondemonstrate ability interact cooperate company employeesbuild trust value others communicate effectively drive execution foster innovation focus customer collaborate others solve problem creatively demonstrate high integritymaintain professional internal external relationship meet company core valuesproactively establish maintain effective work team relationship support department didnotproviderequirements didnotprovidebenefits,0,1
33,scamslegitimate work home job didnotprovidedepartment us ny new york didnotprovidecompanyprofile time tough51 million job lose since thebeginning january 2014 1 10 delinquenton bill almost everyone greatconcern financial futurewould like hear solutionpeople like earn $ 40 $ 50even $ 75 every hour work homei show people eliminate billsand make serious money prove youyou dont need experience selling telemarketing mlm schemesit make sense large numberof people join speak get pay dailyand get pay instantly wait commissionchecks find eliminate bill anddevelop brand new incomecheck website hereurl65bf88256d50240fb6b8b3e208ae627cf197a727026306f41492d6ce9d5b1244we hope hear soon experience necessary $ 500 per day,0,1
34,front desk receptionist professional didnotprovidedepartment us dc washington didnotprovidecompanyprofile responsible greet client manage front office functionsmaintaining supply inventory general office duty includingtyping faxingand filing addition responsible conference room schedule prepare meeting provide additional support administrative staff hour 85 mf 1 hour lunchyou interview skill test msofficeplease email resume requirementshsdegree2 year professionaloffice experienceexcellent communication skillswell organize able multi task didnotprovidebenefits,0,1
35,market operation manager headquaters us tx austin accion story begin 100 year ago austintx one family own establishment today accion grow nationwide organazation 260 store accion success attribute unique niche market offer current financeoption competitive price pair customer service personal shopping experience join accion story today exemptshift workedmondaysundays day nightssalary $ 65000 start salary ramp store open market biannual performance bonus opportunityposition overviewmanages overall operation home store exercise discretion ensure company standard meet ensure store associate comply policy procedure develops ensure compliance corporate store policy procedure upholds execute vision mission yogurtland assist rom oversee help store manager resolve operational issue two store areacultural qualificationshumble modest respectful open never arrogant despite success grow give accept honest feedback even personally challengingteamwork work collaboratively capitalize strength every member team collectively success shortcomingspassionate love reach best strive positively impact life guest colleague franchisees vendorsinnovative open mind fresh idea continuously evolve create new possibility product way business interaction othersthtk totally honest totally kind work live great integrity accountability compassionkey metricssuccessful opening new storessame store sale increasefood costlabor costnet profitessential job functionscash handle bank deposit safe deposit etc accountable fundsscheduling associate effectively efficientlycontrols store operational cost food labor etcmaintain adequate inventory levelsensures associate adhere company standard policy procedurescoordinates communicate assignment throughout shiftcoordinates train coaching development newly hire associatesensures associate adhere meal break periodstaste product ensure quality standard metis rolemodel outstanding customer service associate standardsensures cleanliness health security safety standard maintain timesmaintains build machine store operating equipment schedule preventive maintenanceconducts associate meeting neededmaintains creates report record base company standard compliance local state federal regulationsmaintains cooperative interactive relationship ylscprovides counsel coach discipline mentoring associate warrantedother jobrelated activity requestedassiststeaches assign store manager abovecore competenciesability exercise mature judgment reasoningability problem solve quickly effectivelyeffective customer service skill deliver friendly dispositionability communicate clearly conciselyability actively listen address associate concern comment andor issuesability lead others always uphold company standardsknowledge staff scheduling inventory processesinternally motivate ability motivate othersability act independently effectivelyknowledge organizational plan skillsknowledge teambuilding leadership coaching mentoring skill requirement licensescertificationsprevious management experience4year college degree 8 year hospitality experienceproficient ms office word excel programsafe equivalent certification benefit,0,1
36,receptionist admin didnotprovidedepartment us ny new york didnotprovidecompanyprofile immediate opening receptionistadmin 12 year experience preferably construction industry look individual energetic enthusiastic great communication skill fit well office duty include answer phone schedule insurance request preliens release job number enter purchase order miscellaneous office duty spanish speaking plus didnotproviderequirements didnotprovidebenefits,0,1
37,brand logo design contest didnotprovidedepartment us mi grand rapid didnotprovidecompanyprofile call hungry young fresh designer want brand logo design contest local startup business look identity designswho wethis go towhat doour core promise client help tobuild legacy belonging website design ability assign personal story ascribe individualized narrative thing item object belonging share dedicate loved onesour brand pillarswe simple reliable friendly elegantour brand personalitywe smart predictable dignify encourage much moreexamplethis pocket watch go jameswhy may break weather worn father give year ago reminder need creativity full brand design logo web button color scheme brand typeface work $ 300 cash award win designer potential ongoing design opportunites,0,1
38,information system support specialist didnotprovidedepartment us ga didnotprovidecompanyprofile apply use linkurl4cce87e142f289388ee47f4f3825ea3b2d7bbe9132f7ac0bc280c8ae8517c3dfoverview provide technical usability support user regard information system specific focus sage 100 erp related softwareresponsibilities include limited tohandle usability question user regard sage 100 example would handle scenario blank isnt workingrespond error message receive user troubleshoot problem develop solution prevent reoccurrence possible log problem solutionsaddress request update create new custom crystal reportsaddress request update create new crystal formsaddress request update create new knowledgesync alertsaddress request update create new user define field udfs user defined table udtsaddress request update perform create visual integrator job data manipulation erpmake recommendation system wide functionality improvementscomplete implement sage 100 project designate ma research paneldevelop goal sage 100 improvement projectscoordinate sage 100 update patch upgradeslog user request future usability enhancementsidentify area daily activity improve sage 100 create operating efficienciestroubleshoot resolve basic help desk request local remote office ie printer function operate system usability microsoft office usability smart phonescoordinate diagnosis resolution advance help desk request outside consult partnermonitor backup softwareperform basic administrator corporate phone systemperforms duty assignment direct managementskills requirementsmicrosoft office suitebasic networkingsage 100 ma 90 mas 200crystal reportscustomer relationship management softwarerelational databasesable communicate clearlyregular punctual attendanceeducationexperience requirements4 year college degree5+ year experience similar environment didnotproviderequirements didnotprovidebenefits,0,1
39,vacancy halliburton didnotprovidedepartment gb abe scotland didnotprovidecompanyprofile human resource department halliburton oil gas company wish inform general public job vacancy currently exist halliburton oil gas united kingdom furthermore require service devoted hardworking individual ready relocate work united kingdom halliburton oil gashalliburton oil gas company expand work base hire qualify person worldwide work united kingdom position open finance engineering health care maintenance offshore drilling interested person possess minimum college diploma must least 6 month work experience interested applicant undergo training job opening whatever field best suit management intend increase man power base due company expansionto apply interested candidate kindly send cvresume via email emailb99b948caed68f02ffdf20896d9e9e0e4cff425097b2e896fe3723ddb13c6f7bbest regard human resource department halliburton oil gas interested person possess minimum college diploma must least 6 month work experience interested applicant undergo training job opening whatever field best suit management intend increase man power base due company expansion didnotprovidebenefits,0,1
40,rn operate room didnotprovidedepartment us didnotprovidecompanyprofile apply use linkurlb66ae4730a22cf471a98321a5a330d421abb861523113f6f797ab5a4c3dc9e65available position nationwide pacu cvoramerican traveler staff 3500 hospital teach facility nationwide offer permanent register nurse contract travel nurse job opportunity travel nurse job average pay twenty percent permanent hospital nursing job perk lifestyle amaze nationwide network preferred travel nurse job mean choose variety short assignment renew assignment transition permanent position whatever decide american traveler help find nursing job want location choose apply online job descriptionassignment length 13 weeksshift day 8 didnotproviderequirements didnotprovidebenefits,0,1
41,test automation engineer didnotprovidedepartment us oh groveport didnotprovidecompanyprofile position test automation engineerlocation groveport ohduration 6+ month contract hireskillsjavahtmlcucumberrubyseleniumelectric commanderjenkinsresponsibilities write test scenario use test framework cucumber language java rubyproduce wellwritten efficient highquality selfdocumenting test code follow best practice design patternsdesign implement launch highlyvisible feature retail platform use testbehavior drive development practicesuse critical thinking skill exploratory testingcontinuously grow skill value pair programming code reviewspractice relentless automation continuous integration continuous delivery continuous improvementrecommend adopt new technology well keep exist technology lead edge versionsinterface project team develop test strategy featurereport quality project department leadershipbe ambassador open source community share passion test innovation learn test community requirementsexperience webservice technologiesexperience presentation layer technology include javascript html cssexperience cucumber ruby selenium mock service virtualization equivalentexperience headless testingable balance need speed execution coverage requirementsexperience relational database programming3+ year develop automate tests5+ year overall experience prefer skillsexperience programming java j2eeexperience continuous integration tool electric commander jenkinsproficiency virtualization technology vmware didnotprovidebenefits,0,1
42,receptionistoffice service clerk didnotprovidedepartment us ca los angeles didnotprovidecompanyprofile responsibility includeanswering phone direct office visitorscopying scan documentsmaintaining conference room include clean deliver food drinksorting deliver mailordering organize deliver suppliesmaintaining copy machine clear paper jam well stock copier fax printer papermaintaining kitchen include clean stock supply prepare coffeelifting carry box document weigh 1030 pound frequent basisperform duty requested include limited water plant deliver newspaper assist office service duty clean officesmay coordinate communicate party outside firm vendor well attorney secretary paralegal case assistants manager staff inhouseworks overtime hour neededother duty assigned skillsqualifications includehigh school diplomapreferred area work experience include receptionist clerical mailroomexcellent communication skillsstrong computer skill experience scan documentsability communication persuasively interact effectively employee vendor varied background level responsibilityability juggle multiple project respond quickly change priority offer friendly business casual environment competitive salary benefit package,0,1
43,lean program manager carol stream il didnotprovidedepartment us il carol stream didnotprovidecompanyprofile lean program manager lead strategic enterpriselevel initiative deliver short term result well long term sustainability include facilitating tactical strategic kaizens senior business leader promote guide lean cultural transformation coach lean principle various level organization lean program manager also require conduct training coach mentor lean facilitator lean application specialist lean field champion green belt yellow belt etcresponsibilities essential job function include limit followinginitiate develop manage new lean enterpriselevel initiative within client headquarters operate groupsdevelop execute implementation strategy current lean initiative various branch site throughout client ensure specific objective result achievedactively participate development execution lean embedment strategy via training coaching mentoring lean practitioner lfcs green belt yellow belt etc lean leader blue beltsassist development lean facilitator lean application specialist personal example coachingmentoring formalinformal training session may include direct reporting relationshipensure adequate delegation clear definition responsibility member development implementation initiativeslead various kaizen continuous improvement event team setting demonstrate successful outcome select utilize appropriate lean toolspromote team work relationship amongst lean group membersprovide executive level update regard initiative key component result accomplishment etcpromote outofthebox thinking continuously generate new idea improve process service efficiency inventory cost spaceserve catalyst promote lean thinking foster continuous improvement culture throughout companysummary experience minimum 15 year experience fortune 500 company recognize continuous improvementlean culture 10 year adequate roleexperience supply chain distribution andor logistics function strongly prefer require knowledge skill ability master black belt certification require highly seasoned experienced lean leaderpractitioner proven track record endtoend management key strategic program business segment eg operation administration customerfacing strong leadership track record prior direct experience manage team extensive experience manage change transform culture continuous improvement mindsetstrong track record accomplishment must able articulate areastrong processoriented analytical skill couple change management skillssolid project management skillskaizen event experience initiation full implementationhigh degree professionalism plus strong communication skill write oralexcellent pc skills include proficiency microsoft office programswillingness travel 3050 basiseducation 4year degree engineering logistics technical discipline highly accredited universityyears experiance15+education levelbachelors degreewill consider h1must us citizen green card holder salary120k,0,1
44,cruise ship physician nurse health us didnotprovidecompanyprofile ash tree service seek recruit ship physician nurse client large luxury cruise line company base usa interested please could let us know provide date cv recent photo plus following passportcurrent physician license3 year post graduate post registration clinical pratice general emaergency medicinecompetent skill level cardiac life support cardiac care acls bls certificate competency minor surgical skill suturing id abscessesseaman record book applicable police clerance require prior embarkation length contract 4 6 months2 month offcabin singlebenefits full public room accesstravel vessel providedsalary physician $ 8000 $ 12000 per month board salary decide interviewsalary nurse $ 4000 $ 4400 per month salary decide interview,1,0
